winner,turns,white_rating,black_rating,opening_ply,hour_of_day,day_of_week,day_of_month,month,year,game_duration,total_elo,elo_difference,outlier,outlier_flag
1.0,69.0,1812.0,1811.0,4.0,15.0,0.0,28.0,3.0,2016.0,0.0,3623.0,1.0,False,No
0.0,41.0,1226.6666666666667,1031.6666666666667,4.0,10.0,4.666666666666667,5.666666666666668,7.666666666666666,2016.6666666666667,0.0,2258.3333333333335,195.0,False,No
0.0,17.0,2160.0,1925.0,5.0,22.0,5.0,19.0,8.0,2017.0,0.0,4085.0,235.0,False,No
1.0,107.0,1631.0,1537.0,6.0,15.0,1.0,29.0,8.0,2017.0,0.0,3168.0,94.0,False,No
1.0,55.0,2043.0,1871.0,8.0,23.0,5.0,1.0,10.0,2016.0,20.85108333226667,3914.0,172.0,False,No
-1.0,54.0,1117.0,1593.0,5.0,2.0,2.0,28.0,6.0,2017.0,21.235699997866668,2710.0,-476.0,False,No
-1.0,78.0,1402.0,1465.0,7.0,16.0,5.0,22.0,4.0,2017.0,0.0,2867.0,-63.0,False,No
-1.0,42.0,1104.0,1449.0,7.0,0.0,4.0,4.0,11.0,2016.0,0.0,2553.0,-345.0,False,No
0.0,100.83333333333334,1450.8333333333333,1433.6666666666667,4.0,5.666666666666667,1.5,25.166666666666668,5.666666666666667,2017.0,10.481833329777778,2884.5,17.166666666666664,False,No
-1.0,44.0,1414.0,1787.0,5.0,1.0,0.0,5.0,12.0,2016.0,0.0,3201.0,-373.0,False,No
1.0,67.0,1208.0,1123.0,3.0,14.0,3.0,9.0,2.0,2017.0,0.0,2331.0,85.0,False,No
0.0,23.666666666666657,1348.0,1181.6666666666665,4.333333333333333,6.0,3.8333333333333335,6.0,8.833333333333334,2017.0,12.818941666133327,2529.6666666666665,166.33333333333337,False,No
-1.0,38.0,1704.0,1852.0,3.0,18.0,3.0,2.0,2.0,2017.0,0.0,3556.0,-148.0,False,No
0.0,26.166666666666657,1336.3333333333333,1151.0,4.333333333333333,6.333333333333332,4.0,1.0,9.0,2017.0,2.964324999822221,2487.333333333333,185.33333333333337,False,No
-1.0,32.0,1749.0,2040.0,2.0,21.0,5.0,5.0,11.0,2016.0,0.0,3789.0,-291.0,False,No
1.0,125.0,1576.0,1596.0,5.0,14.0,0.0,12.0,6.0,2017.0,19.159666666666666,3172.0,-20.0,False,No
-1.0,104.0,1278.0,1406.0,4.0,15.0,2.0,21.0,9.0,2016.0,0.0,2684.0,-128.0,False,No
-1.0,8.0,951.0,955.0,3.0,1.0,4.0,23.0,6.0,2017.0,0.0,1906.0,-4.0,False,No
1.0,73.0,1614.0,1613.0,3.0,13.0,2.0,19.0,7.0,2017.0,0.0,3227.0,1.0,False,No
1.0,49.0,1963.0,1837.0,6.0,19.0,6.0,20.0,11.0,2016.0,3.8560000000000003,3800.0,126.0,False,No
-1.0,86.0,1902.0,2188.0,10.0,2.0,2.0,30.0,8.0,2017.0,14.2216,4090.0,-286.0,False,No
-1.0,97.0,1324.0,1878.0,4.0,12.0,5.0,26.0,8.0,2017.0,0.0,3202.0,-554.0,False,No
-1.0,85.0,1215.0,1546.0,2.0,22.0,5.0,12.0,12.0,2015.0,0.0,2761.0,-331.0,False,No
-1.0,68.0,1848.0,1921.0,8.0,17.0,0.0,20.0,6.0,2016.0,15.5228,3769.0,-73.0,False,No
1.0,18.0,1638.0,1631.0,1.0,14.0,1.0,28.0,4.0,2015.0,0.0,3269.0,7.0,False,No
1.0,63.0,1968.0,1626.0,6.0,17.0,6.0,3.0,9.0,2017.0,10.748850001066668,3594.0,342.0,False,No
1.0,49.0,1985.0,2044.0,15.0,20.0,4.0,11.0,8.0,2017.0,17.723316667733332,4029.0,-59.0,False,No
0.0,118.0,2111.0,1981.0,6.0,22.0,0.0,28.0,8.0,2017.0,0.0,4092.0,130.0,False,No
-1.0,50.0,2036.0,1706.0,6.0,14.0,3.0,24.0,8.0,2017.0,7.377099997866667,3742.0,330.0,False,No
-1.0,30.0,1527.0,2060.0,6.0,21.0,2.0,16.0,8.0,2017.0,7.3364,3587.0,-533.0,False,No
-1.0,8.0,1339.0,1646.0,2.0,19.0,0.0,3.0,2.0,2014.0,0.8067833344,2985.0,-307.0,False,No
-1.0,38.0,1457.0,1567.0,2.0,11.0,6.0,7.0,8.0,2016.0,0.0,3024.0,-110.0,False,No
-1.0,46.0,1331.0,1374.0,2.0,20.0,4.0,13.0,1.0,2017.0,16.217266666666667,2705.0,-43.0,False,No
-1.0,108.0,1441.0,1807.0,2.0,1.0,1.0,26.0,1.0,2016.0,3.543583330133333,3248.0,-366.0,True,Yes
1.0,53.0,2070.0,1821.0,5.0,2.0,3.0,3.0,11.0,2016.0,3.543583330133333,3891.0,249.0,True,Yes
-1.0,36.0,1563.0,1654.0,5.0,2.0,4.0,14.0,7.0,2017.0,0.0,3217.0,-91.0,False,No
1.0,45.0,1716.0,1657.0,5.0,12.0,3.0,30.0,3.0,2017.0,11.951266670933334,3373.0,59.0,False,No
0.0,65.0,1277.3333333333333,1111.3333333333333,4.0,2.0,4.666666666666667,18.333333333333336,6.333333333333333,2017.0,0.0,2388.6666666666665,166.0,False,No
1.0,55.0,1259.0,1324.0,4.0,18.0,2.0,3.0,8.0,2016.0,0.0,2583.0,-65.0,False,No
-1.0,112.0,1908.0,1956.0,9.0,12.0,4.0,1.0,9.0,2017.0,18.276050001066668,3864.0,-48.0,False,No
1.0,35.0,1845.0,1781.0,11.0,22.0,0.0,9.0,1.0,2017.0,7.0318333312000005,3626.0,64.0,False,No
0.0,22.5,1406.0,1079.3333333333333,3.8333333333333335,7.0,4.333333333333333,1.833333333333333,8.833333333333334,2017.0,0.0,2485.333333333333,326.66666666666663,False,No
1.0,69.0,1663.0,1826.0,5.0,8.0,6.0,15.0,1.0,2017.0,0.0,3489.0,-163.0,False,No
1.0,57.0,1438.0,1484.0,7.0,19.0,4.0,30.0,6.0,2017.0,0.0,2922.0,-46.0,False,No
0.0,81.66666666666667,1615.8333333333333,1658.6666666666667,5.666666666666667,2.3333333333333335,1.5,18.5,8.166666666666666,2017.0,0.0,3274.5,-42.833333333333336,False,No
1.0,57.0,1792.0,1796.0,9.0,8.0,6.0,2.0,7.0,2017.0,9.625400004266668,3588.0,-4.0,False,No
1.0,53.0,2264.0,1842.0,8.0,17.0,2.0,30.0,8.0,2017.0,6.794683336533334,4106.0,422.0,False,No
0.0,67.66666666666667,1598.0,1358.6666666666667,8.0,4.666666666666667,4.0,1.0,9.0,2017.0,6.297077777066667,2956.6666666666665,239.33333333333334,False,No
0.0,86.0,1710.0,1741.0,6.0,2.0,6.0,6.0,11.0,2016.0,0.0,3451.0,-31.0,False,No
0.0,56.5,1659.0,1615.0,5.5,11.0,5.0,15.5,6.5,2017.0,14.5238916672,3274.0,44.0,False,No
1.0,99.0,1649.0,1440.0,3.0,15.0,1.0,22.0,3.0,2016.0,0.0,3089.0,209.0,False,No
1.0,51.0,1694.0,1329.0,7.0,0.0,3.0,1.0,10.0,2015.0,0.0,3023.0,365.0,False,No
1.0,63.0,1976.0,1988.0,10.0,9.0,3.0,31.0,8.0,2017.0,0.0,3964.0,-12.0,False,No
1.0,43.0,1838.0,1979.0,2.0,18.0,5.0,2.0,9.0,2017.0,9.934750003200001,3817.0,-141.0,False,No
1.0,41.0,1910.0,1862.0,11.0,0.0,4.0,25.0,8.0,2017.0,0.0,3772.0,48.0,False,No
0.0,57.0,1732.0,1644.0,3.0,11.5,5.0,10.5,8.5,2017.0,3.543583330133333,3376.0,88.0,True,Yes
-1.0,30.0,1333.0,1423.0,3.0,8.0,5.0,10.0,1.0,2015.0,5.007083332266666,2756.0,-90.0,False,No
1.0,89.0,1507.0,1488.0,3.0,22.0,2.0,30.0,8.0,2017.0,25.537916667733334,2995.0,19.0,False,No
-1.0,8.0,1732.0,1733.0,2.0,13.0,2.0,16.0,8.0,2017.0,0.0,3465.0,-1.0,False,No
-1.0,44.0,1522.0,1461.0,7.0,16.0,0.0,17.0,3.0,2014.0,8.437766664533333,2983.0,61.0,False,No
-1.0,72.0,1841.0,1937.0,2.0,16.0,4.0,1.0,9.0,2017.0,10.086149998933333,3778.0,-96.0,False,No
-1.0,24.0,1278.0,1474.0,4.0,7.0,1.0,29.0,8.0,2017.0,0.0,2752.0,-196.0,False,No
-1.0,22.0,1658.0,1663.0,8.0,3.0,4.0,12.0,5.0,2017.0,0.0,3321.0,-5.0,False,No
1.0,73.0,1527.0,1608.0,9.0,17.0,4.0,21.0,7.0,2017.0,20.735899997866667,3135.0,-81.0,False,No
0.0,47.0,1779.3333333333335,1771.3333333333335,10.666666666666668,1.3333333333333333,5.333333333333333,15.666666666666668,7.666666666666667,2017.0,7.648844444444444,3550.666666666667,8.0,False,No
-1.0,50.0,2344.0,2215.0,6.0,6.0,4.0,26.0,5.0,2017.0,0.0,4559.0,129.0,False,No
-1.0,6.0,1325.0,1620.0,4.0,17.0,2.0,26.0,3.0,2014.0,0.5098500010666667,2945.0,-295.0,False,No
-1.0,38.0,1851.0,1996.0,6.0,0.0,1.0,18.0,7.0,2017.0,6.8585166677333325,3847.0,-145.0,False,No
1.0,43.0,1805.0,1273.0,4.0,22.0,3.0,7.0,7.0,2016.0,0.0,3078.0,532.0,False,No
-1.0,30.0,1443.0,1528.0,1.0,15.0,5.0,4.0,2.0,2017.0,8.164166664533333,2971.0,-85.0,False,No
0.0,46.0,1647.0,1514.5,5.0,6.5,4.5,1.5,9.0,2017.0,7.5705750016,3161.5,132.5,False,No
0.0,93.33333333333334,1624.0,1268.6666666666667,5.0,13.666666666666668,2.0,11.333333333333334,8.0,2017.0,1.495705555911111,2892.6666666666665,355.33333333333337,False,No
0.0,6.0,1373.3333333333333,1127.6666666666665,3.666666666666667,5.666666666666666,3.8333333333333335,2.5,8.833333333333334,2017.0,0.19329999999999992,2501.0,245.66666666666666,False,No
0.0,29.0,1322.3333333333333,1168.3333333333335,4.0,8.333333333333334,3.0,4.0,6.333333333333333,2017.0,0.0,2490.6666666666665,154.0,False,No
-1.0,42.0,1430.0,1482.0,3.0,22.0,4.0,25.0,8.0,2017.0,0.0,2912.0,-52.0,False,No
0.0,67.5,1262.5,1200.0,3.5,6.0,4.0,1.0,9.0,2017.0,7.679183332266667,2462.5,62.5,False,No
1.0,61.0,1148.0,1153.0,4.0,19.0,4.0,25.0,8.0,2017.0,3.543583330133333,2301.0,-5.0,True,Yes
1.0,21.0,1446.0,1448.0,6.0,1.0,4.0,23.0,6.0,2017.0,0.0,2894.0,-2.0,False,No
-1.0,58.0,1471.0,2239.0,12.0,15.0,5.0,15.0,7.0,2017.0,3.543583330133333,3710.0,-768.0,True,Yes
-1.0,88.0,1468.0,1590.0,9.0,22.0,0.0,15.0,5.0,2017.0,3.543583330133333,3058.0,-122.0,True,Yes
-1.0,42.0,1183.0,1552.0,10.0,13.0,2.0,10.0,2.0,2016.0,0.0,2735.0,-369.0,False,No
0.0,10.166666666666664,1359.6666666666665,1181.0,3.8333333333333335,5.333333333333333,3.8333333333333335,1.6666666666666665,8.333333333333334,2016.8333333333333,0.0,2540.6666666666665,178.66666666666669,False,No
0.0,59.0,2166.0,1997.0,9.0,20.0,1.0,15.0,11.0,2016.0,3.543583330133333,4163.0,169.0,True,Yes
1.0,75.0,1784.0,1871.0,2.0,1.0,1.0,29.0,8.0,2017.0,0.0,3655.0,-87.0,False,No
0.0,6.5,1267.0,1062.3333333333333,3.8333333333333335,6.5,3.3333333333333335,3.666666666666666,8.666666666666666,2017.0,0.0,2329.3333333333335,204.66666666666669,False,No
-1.0,125.0,1804.0,1895.0,4.0,0.0,1.0,1.0,8.0,2017.0,17.8354333312,3699.0,-91.0,False,No
0.0,81.0,1987.0,1500.0,7.0,16.0,6.0,13.0,8.0,2017.0,3.543583330133333,3487.0,487.0,True,Yes
-1.0,70.0,1784.0,1784.0,2.0,2.0,6.0,13.0,8.0,2017.0,0.0,3568.0,0.0,False,No
0.0,44.5,1341.5,1158.5,4.5,11.5,4.5,5.0,6.5,2016.5,0.0,2500.0,183.0,False,No
1.0,97.0,1615.0,1608.0,1.0,0.0,0.0,4.0,9.0,2017.0,17.2324166656,3223.0,7.0,False,No
-1.0,40.0,1387.0,1547.0,1.0,18.0,1.0,4.0,11.0,2014.0,7.877850001066666,2934.0,-160.0,False,No
-1.0,22.0,2010.0,2327.0,13.0,19.0,5.0,20.0,6.0,2015.0,0.0,4337.0,-317.0,False,No
1.0,25.0,1788.0,1626.0,5.0,8.0,4.0,30.0,6.0,2017.0,0.0,3414.0,162.0,False,No
-1.0,60.0,1525.0,1385.0,7.0,5.0,4.0,11.0,8.0,2017.0,0.0,2910.0,140.0,False,No
1.0,81.0,1085.0,1082.0,3.0,20.0,6.0,14.0,2.0,2016.0,0.0,2167.0,3.0,False,No
1.0,49.0,1857.0,1632.0,4.0,22.0,2.0,4.0,5.0,2016.0,0.0,3489.0,225.0,False,No
1.0,95.0,1331.0,1331.0,2.0,23.0,5.0,2.0,9.0,2017.0,15.1759666688,2662.0,0.0,False,No
-1.0,128.0,1277.0,1619.0,1.0,13.0,3.0,29.0,6.0,2017.0,17.58389999786667,2896.0,-342.0,False,No
-1.0,114.0,1224.0,1506.0,2.0,17.0,3.0,3.0,8.0,2017.0,13.511083332266667,2730.0,-282.0,False,No
1.0,59.0,1477.0,1492.0,3.0,22.0,5.0,19.0,8.0,2017.0,0.0,2969.0,-15.0,False,No
0.0,94.33333333333334,1734.0,1566.0,5.333333333333333,5.333333333333333,2.6666666666666665,14.333333333333334,11.0,2016.3333333333333,0.0,3300.0,168.0,False,No
0.0,31.666666666666668,1326.0,1282.0,4.0,14.0,4.666666666666667,17.0,4.333333333333333,2017.0,0.0,2608.0,44.0,False,No
0.0,104.33333333333334,1916.0,2004.3333333333335,6.666666666666667,15.166666666666668,5.166666666666667,27.5,4.666666666666666,2017.0,24.206486112,3920.3333333333335,-88.33333333333337,False,No
1.0,21.0,1783.0,1660.0,5.0,10.0,4.0,15.0,7.0,2016.0,0.0,3443.0,123.0,False,No
-1.0,28.0,1318.0,1318.0,2.0,17.0,0.0,28.0,8.0,2017.0,3.543583330133333,2636.0,0.0,True,Yes
1.0,17.0,1785.0,1132.0,5.0,0.0,1.0,18.0,10.0,2016.0,0.0,2917.0,653.0,False,No
-1.0,50.0,1314.0,1295.0,7.0,21.0,2.0,30.0,12.0,2015.0,0.0,2609.0,19.0,False,No
-1.0,46.0,1797.0,1931.0,5.0,0.0,3.0,14.0,7.0,2016.0,5.6215666688,3728.0,-134.0,False,No
-1.0,52.0,1500.0,1683.0,2.0,16.0,6.0,20.0,3.0,2016.0,0.0,3183.0,-183.0,False,No
-1.0,18.0,1240.0,1228.0,9.0,15.0,6.0,3.0,9.0,2017.0,2.6612166656,2468.0,12.0,False,No
1.0,87.0,1515.0,1379.0,4.0,21.0,6.0,27.0,8.0,2017.0,0.0,2894.0,136.0,False,No
-1.0,42.0,1353.0,1377.0,4.0,2.0,5.0,6.0,5.0,2017.0,5.1689833344,2730.0,-24.0,False,No
1.0,132.0,1623.0,1578.0,4.0,22.0,4.0,9.0,6.0,2017.0,18.4199833344,3201.0,45.0,False,No
0.0,27.66666666666667,1301.3333333333333,1141.3333333333335,3.333333333333333,9.333333333333334,4.333333333333333,1.3333333333333335,9.0,2017.0,6.733683333688891,2442.6666666666665,160.0,False,No
-1.0,54.0,1638.0,1574.0,8.0,14.0,1.0,23.0,6.0,2015.0,0.0,3212.0,64.0,False,No
1.0,47.0,1521.0,1500.0,2.0,18.0,5.0,22.0,3.0,2014.0,9.8392,3021.0,21.0,False,No
-1.0,46.0,1500.0,1987.0,7.0,3.0,5.0,12.0,8.0,2017.0,3.543583330133333,3487.0,-487.0,True,Yes
-1.0,48.0,1561.0,1553.0,3.0,13.0,1.0,29.0,8.0,2017.0,6.7884166656,3114.0,8.0,False,No
1.0,40.0,1629.0,1555.0,5.0,9.0,3.0,24.0,8.0,2017.0,8.4812,3184.0,74.0,False,No
1.0,57.0,1860.0,1991.0,7.0,21.0,2.0,12.0,10.0,2016.0,16.168400000000002,3851.0,-131.0,False,No
1.0,43.0,1880.0,1490.0,9.0,21.0,3.0,3.0,8.0,2017.0,4.434583330133333,3370.0,390.0,False,No
1.0,21.0,1489.0,1566.0,4.0,11.0,6.0,16.0,4.0,2017.0,9.858083332266666,3055.0,-77.0,False,No
1.0,9.0,1243.0,1142.0,2.0,23.0,1.0,11.0,7.0,2017.0,0.8386666666666667,2385.0,101.0,False,No
1.0,34.0,1507.0,1318.0,4.0,1.0,1.0,11.0,4.0,2017.0,9.230799999999999,2825.0,189.0,False,No
-1.0,62.0,1629.0,1691.0,5.0,22.0,1.0,7.0,7.0,2015.0,14.732999995733334,3320.0,-62.0,False,No
0.0,105.0,1459.1666666666667,1226.1666666666667,3.1666666666666665,10.666666666666666,3.1666666666666665,24.333333333333336,6.5,2017.0,18.59786111288889,2685.3333333333335,233.0,False,No
-1.0,78.0,1481.0,1380.0,4.0,15.0,6.0,11.0,12.0,2016.0,21.522816669866664,2861.0,101.0,False,No
1.0,85.0,1582.0,1410.0,1.0,22.0,6.0,30.0,4.0,2017.0,0.0,2992.0,172.0,False,No
1.0,97.0,1735.0,1973.0,9.0,16.0,4.0,21.0,4.0,2017.0,20.6816166656,3708.0,-238.0,False,No
1.0,37.0,1659.0,1555.0,1.0,20.0,2.0,7.0,12.0,2016.0,17.429050001066667,3214.0,104.0,False,No
-1.0,114.0,1299.0,1580.0,1.0,8.0,0.0,28.0,8.0,2017.0,20.197083336533336,2879.0,-281.0,False,No
0.0,6.0,1333.3333333333333,1007.0,3.6666666666666665,9.333333333333334,4.666666666666667,5.666666666666668,9.666666666666666,2016.3333333333333,0.0,2340.3333333333335,326.33333333333337,False,No
-1.0,136.0,1612.0,1561.0,11.0,17.0,0.0,28.0,8.0,2017.0,0.0,3173.0,51.0,False,No
-1.0,24.0,1377.0,1418.0,3.0,17.0,0.0,3.0,2.0,2014.0,6.8591500032,2795.0,-41.0,False,No
0.0,25.333333333333336,1376.6666666666667,1196.0,3.6666666666666665,8.333333333333334,4.333333333333333,10.333333333333336,7.0,2016.0,4.9301888896,2572.666666666667,180.66666666666666,False,No
1.0,41.0,1417.0,1407.0,5.0,18.0,4.0,1.0,9.0,2017.0,9.649349998933333,2824.0,10.0,False,No
