winner,turns,white_rating,black_rating,opening_ply,hour_of_day,day_of_week,day_of_month,month,year,game_duration,total_elo,elo_difference
0.0,105.33333333333333,1797.6666666666667,1827.3333333333333,6.333333333333333,20.0,3.5,8.166666666666666,8.0,2017.0,0.0,3625.0,-29.666666666666664
0.0,103.66666666666667,1729.3333333333333,1819.6666666666667,5.666666666666667,20.0,3.0,12.333333333333332,8.0,2017.0,0.0,3549.0,-90.33333333333333
0.0,102.0,1661.0,1812.0,5.0,20.0,2.5,16.5,8.0,2017.0,0.0,3473.0,-151.0
0.0,100.33333333333333,1592.6666666666667,1804.3333333333333,4.333333333333334,20.0,2.0,20.666666666666664,8.0,2017.0,0.0,3397.0,-211.66666666666666
0.0,98.66666666666667,1524.3333333333333,1796.6666666666667,3.6666666666666665,20.0,1.5,24.833333333333336,8.0,2017.0,0.0,3321.0,-272.33333333333337
0.0,121.66666666666667,1561.6666666666667,1620.0,5.0,1.0,1.8333333333333333,7.666666666666667,8.0,2017.0,0.0,3181.6666666666665,-58.33333333333333
0.0,106.33333333333334,1555.3333333333333,1623.0,5.0,2.0,1.6666666666666667,6.333333333333334,8.0,2017.0,0.0,3178.3333333333335,-67.66666666666666
0.0,91.0,1549.0,1626.0,5.0,3.0,1.5,5.0,8.0,2017.0,0.0,3175.0,-77.0
0.0,75.66666666666667,1542.6666666666667,1629.0,5.0,4.0,1.3333333333333335,3.666666666666667,8.0,2017.0,0.0,3171.6666666666665,-86.33333333333333
0.0,60.33333333333333,1536.3333333333333,1632.0,5.0,5.0,1.1666666666666665,2.333333333333333,8.0,2017.0,0.0,3168.3333333333335,-95.66666666666667
0.0,97.66666666666667,1393.5,1314.1666666666667,2.5,5.0,5.166666666666667,17.5,7.333333333333333,2016.8333333333333,0.0,2707.6666666666665,79.33333333333333
0.0,85.33333333333334,1415.0,1302.3333333333333,3.0,8.0,5.333333333333333,16.0,6.666666666666667,2016.6666666666667,0.0,2717.3333333333335,112.66666666666666
0.0,73.0,1436.5,1290.5,3.5,11.0,5.5,14.5,6.0,2016.5,0.0,2727.0,146.0
0.0,60.66666666666667,1458.0,1278.6666666666667,4.0,14.0,5.666666666666667,13.0,5.333333333333334,2016.3333333333333,0.0,2736.6666666666665,179.33333333333331
0.0,48.33333333333333,1479.5,1266.8333333333333,4.5,17.0,5.833333333333333,11.5,4.666666666666666,2016.1666666666667,0.0,2746.3333333333335,212.66666666666669
0.0,77.33333333333333,1423.6666666666667,1482.1666666666667,2.3333333333333335,18.0,3.3333333333333335,6.5,7.833333333333334,2016.0,0.0,2905.8333333333335,-58.5
0.0,72.66666666666667,1331.3333333333333,1412.3333333333333,2.6666666666666665,18.0,2.666666666666667,11.0,6.666666666666667,2016.0,0.0,2743.6666666666665,-81.0
0.0,68.0,1239.0,1342.5,3.0,18.0,2.0,15.5,5.5,2016.0,0.0,2581.5,-103.5
0.0,63.333333333333336,1146.6666666666667,1272.6666666666667,3.333333333333333,18.0,1.3333333333333335,20.0,4.333333333333334,2016.0,0.0,2419.3333333333335,-126.0
0.0,58.666666666666664,1054.3333333333333,1202.8333333333333,3.666666666666667,18.0,0.6666666666666665,24.5,3.166666666666666,2016.0,0.0,2257.1666666666665,-148.5
0.0,76.33333333333333,1627.0,2029.3333333333333,11.666666666666666,12.833333333333334,4.833333333333333,11.333333333333334,6.833333333333334,2016.8333333333333,0.0,3656.3333333333335,-402.3333333333333
0.0,83.66666666666667,1643.0,1999.6666666666667,11.333333333333334,10.666666666666668,4.666666666666667,10.666666666666666,5.666666666666667,2016.6666666666667,0.0,3642.6666666666665,-356.6666666666667
0.0,91.0,1659.0,1970.0,11.0,8.5,4.5,10.0,4.5,2016.5,0.0,3629.0,-311.0
0.0,98.33333333333333,1675.0,1940.3333333333333,10.666666666666666,6.333333333333334,4.333333333333333,9.333333333333334,3.333333333333334,2016.3333333333333,0.0,3615.3333333333335,-265.33333333333337
0.0,105.66666666666667,1691.0,1910.6666666666667,10.333333333333334,4.166666666666666,4.166666666666667,8.666666666666666,2.166666666666666,2016.1666666666667,0.0,3601.6666666666665,-219.66666666666666
0.0,101.66666666666667,1594.5,1742.8333333333333,8.333333333333334,22.5,1.6666666666666665,25.666666666666668,6.833333333333334,2016.8333333333333,0.0,3337.3333333333335,-148.33333333333334
0.0,104.33333333333333,1740.0,1888.6666666666665,7.666666666666667,22.0,2.333333333333333,22.333333333333336,5.666666666666667,2016.6666666666667,0.0,3628.6666666666665,-148.66666666666666
0.0,107.0,1885.5,2034.5,7.0,21.5,3.0,19.0,4.5,2016.5,0.0,3920.0,-149.0
0.0,109.66666666666667,2031.0,2180.333333333333,6.333333333333334,21.0,3.6666666666666665,15.666666666666668,3.333333333333334,2016.3333333333333,0.0,4211.333333333333,-149.33333333333334
0.0,112.33333333333333,2176.5,2326.166666666667,5.666666666666666,20.5,4.333333333333334,12.333333333333332,2.166666666666666,2016.1666666666667,0.0,4502.666666666667,-149.66666666666666
0.0,58.666666666666664,1727.1666666666667,1711.6666666666667,3.1666666666666665,15.166666666666666,2.8333333333333335,29.333333333333332,7.666666666666667,2017.0,0.0,3438.8333333333335,15.5
0.0,69.33333333333333,1836.3333333333333,1814.3333333333333,3.3333333333333335,16.333333333333332,2.6666666666666665,27.666666666666668,7.333333333333333,2017.0,0.0,3650.6666666666665,22.0
0.0,80.0,1945.5,1917.0,3.5,17.5,2.5,26.0,7.0,2017.0,0.0,3862.5,28.5
0.0,90.66666666666666,2054.6666666666665,2019.6666666666665,3.6666666666666665,18.666666666666664,2.3333333333333335,24.333333333333336,6.666666666666667,2017.0,0.0,4074.333333333333,35.0
0.0,101.33333333333334,2163.8333333333335,2122.3333333333335,3.8333333333333335,19.833333333333336,2.1666666666666665,22.666666666666664,6.333333333333333,2017.0,0.0,4286.166666666667,41.5
0.0,109.0,1675.6666666666667,1618.5,4.0,22.333333333333332,1.8333333333333333,25.666666666666668,7.833333333333333,2017.0,0.0,3294.1666666666665,57.16666666666667
0.0,104.0,1658.3333333333333,1616.0,4.0,21.666666666666668,2.6666666666666665,22.333333333333336,7.666666666666667,2017.0,0.0,3274.3333333333335,42.333333333333336
0.0,99.0,1641.0,1613.5,4.0,21.0,3.5,19.0,7.5,2017.0,0.0,3254.5,27.5
0.0,94.0,1623.6666666666667,1611.0,4.0,20.333333333333332,4.333333333333333,15.666666666666668,7.333333333333333,2017.0,0.0,3234.6666666666665,12.666666666666671
0.0,89.0,1606.3333333333333,1608.5,4.0,19.666666666666668,5.166666666666667,12.333333333333332,7.166666666666667,2017.0,0.0,3214.8333333333335,-2.1666666666666714
0.0,77.0,1682.1666666666667,1660.1666666666667,7.333333333333333,20.5,5.666666666666667,25.666666666666668,7.666666666666667,2016.6666666666667,0.0,3342.3333333333335,22.0
0.0,83.0,1794.3333333333333,1765.3333333333333,8.666666666666666,20.0,5.333333333333333,24.333333333333332,7.333333333333333,2016.3333333333333,0.0,3559.6666666666665,29.0
0.0,89.0,1906.5,1870.5,10.0,19.5,5.0,23.0,7.0,2016.0,0.0,3777.0,36.0
0.0,95.0,2018.6666666666665,1975.6666666666665,11.333333333333332,19.0,4.666666666666667,21.666666666666668,6.666666666666667,2015.6666666666667,0.0,3994.333333333333,43.0
0.0,101.0,2130.8333333333335,2080.8333333333335,12.666666666666668,18.5,4.333333333333333,20.333333333333332,6.333333333333333,2015.3333333333333,0.0,4211.666666666667,50.0
0.0,91.0,1848.8333333333333,1681.6666666666667,2.1666666666666665,10.5,3.3333333333333335,4.5,8.0,2017.0,0.0,3530.5,167.16666666666666
0.0,90.0,1771.6666666666667,1626.3333333333333,2.3333333333333335,12.0,2.666666666666667,5.0,8.0,2017.0,0.0,3398.0,145.33333333333334
0.0,89.0,1694.5,1571.0,2.5,13.5,2.0,5.5,8.0,2017.0,0.0,3265.5,123.5
0.0,88.0,1617.3333333333335,1515.6666666666667,2.6666666666666665,15.0,1.3333333333333335,6.0,8.0,2017.0,0.0,3133.0,101.66666666666667
0.0,87.0,1540.1666666666665,1460.3333333333333,2.8333333333333335,16.5,0.6666666666666665,6.5,8.0,2017.0,0.0,3000.5,79.83333333333333
0.0,92.16666666666667,1101.3333333333333,1295.0,4.0,11.0,2.5,9.666666666666666,7.5,2017.0,27.777777777777775,2396.3333333333335,-193.66666666666666
0.0,95.33333333333333,1177.6666666666667,1437.0,4.0,13.0,3.0,10.333333333333334,7.0,2017.0,55.55555555555555,2614.6666666666665,-259.3333333333333
0.0,98.5,1254.0,1579.0,4.0,15.0,3.5,11.0,6.5,2017.0,83.33333333333333,2833.0,-325.0
0.0,101.66666666666667,1330.3333333333333,1721.0,4.0,17.0,4.0,11.666666666666666,6.0,2017.0,111.1111111111111,3051.333333333333,-390.66666666666663
0.0,104.83333333333333,1406.6666666666667,1863.0,4.0,19.0,4.5,12.333333333333334,5.5,2017.0,138.88888888888889,3269.666666666667,-456.33333333333337
0.0,79.5,1167.1666666666667,1156.0,3.833333333333333,20.666666666666668,0.3333333333333333,8.166666666666666,8.333333333333334,2016.6666666666667,1.6255027783111111,2323.1666666666665,11.166666666666666
0.0,88.0,1263.3333333333333,1244.0,4.666666666666666,20.333333333333332,0.6666666666666666,9.333333333333332,8.666666666666666,2016.3333333333333,3.2510055566222222,2507.3333333333335,19.333333333333332
0.0,96.5,1359.5,1332.0,5.5,20.0,1.0,10.5,9.0,2016.0,4.876508334933334,2691.5,27.5
0.0,105.0,1455.6666666666665,1420.0,6.333333333333333,19.666666666666668,1.3333333333333333,11.666666666666666,9.333333333333334,2015.6666666666667,6.5020111132444445,2875.6666666666665,35.666666666666664
0.0,113.5,1551.8333333333335,1508.0,7.166666666666667,19.333333333333332,1.6666666666666667,12.833333333333334,9.666666666666666,2015.3333333333333,8.127513891555557,3059.8333333333335,43.833333333333336
0.0,96.66666666666667,1562.6666666666667,1648.0,7.833333333333333,2.5,1.6666666666666665,19.5,7.666666666666667,2016.5,1.0570361109333333,3210.6666666666665,-85.33333333333334
0.0,83.33333333333334,1537.3333333333333,1605.0,7.666666666666667,3.0,2.333333333333333,17.0,7.333333333333333,2016.0,2.1140722218666665,3142.3333333333335,-67.66666666666667
0.0,70.0,1512.0,1562.0,7.5,3.5,3.0,14.5,7.0,2015.5,3.1711083328000003,3074.0,-50.0
0.0,56.66666666666667,1486.6666666666667,1519.0,7.333333333333333,4.0,3.6666666666666665,12.0,6.666666666666667,2015.0,4.228144443733333,3005.6666666666665,-32.33333333333334
0.0,43.33333333333333,1461.3333333333333,1476.0,7.166666666666667,4.5,4.333333333333334,9.5,6.333333333333333,2014.5,5.285180554666668,2937.3333333333335,-14.666666666666657
0.0,14.0,1593.6666666666667,1444.1666666666667,2.1666666666666665,6.0,3.6666666666666665,3.5,6.833333333333334,2016.5,2.058519444622222,3037.8333333333335,149.5
0.0,26.0,1546.3333333333333,1386.3333333333333,2.3333333333333335,8.0,3.3333333333333335,3.0,5.666666666666667,2016.0,4.117038889244444,2932.6666666666665,160.0
0.0,38.0,1499.0,1328.5,2.5,10.0,3.0,2.5,4.5,2015.5,6.175558333866666,2827.5,170.5
0.0,50.0,1451.6666666666667,1270.6666666666667,2.6666666666666665,12.0,2.666666666666667,2.0,3.333333333333334,2015.0,8.234077778488889,2722.3333333333335,181.0
0.0,62.0,1404.3333333333333,1212.8333333333333,2.8333333333333335,14.0,2.333333333333333,1.5,2.166666666666666,2014.5,10.29259722311111,2617.1666666666665,191.5
0.0,71.5,1439.0,1611.6666666666667,3.3333333333333335,11.333333333333334,2.1666666666666665,1.8333333333333333,8.666666666666666,2016.8333333333333,4.5599027776,3050.6666666666665,-172.66666666666666
0.0,80.0,1413.0,1564.3333333333333,3.6666666666666665,12.666666666666666,2.3333333333333335,1.6666666666666667,9.333333333333334,2016.6666666666667,9.1198055552,2977.3333333333335,-151.33333333333334
0.0,88.5,1387.0,1517.0,4.0,14.0,2.5,1.5,10.0,2016.5,13.6797083328,2904.0,-130.0
0.0,97.0,1361.0,1469.6666666666667,4.333333333333333,15.333333333333332,2.6666666666666665,1.3333333333333335,10.666666666666666,2016.3333333333333,18.2396111104,2830.6666666666665,-108.66666666666667
0.0,105.5,1335.0,1422.3333333333333,4.666666666666667,16.666666666666668,2.8333333333333335,1.1666666666666665,11.333333333333334,2016.1666666666667,22.799513888000003,2757.3333333333335,-87.33333333333333
0.0,49.333333333333336,1380.0,1626.6666666666667,2.6666666666666665,8.5,2.6666666666666665,5.5,7.833333333333333,2017.0,2.4457722218666667,3006.6666666666665,-246.66666666666666
0.0,52.666666666666664,1404.0,1762.3333333333333,3.333333333333333,10.0,3.333333333333333,9.0,7.666666666666667,2017.0,4.891544443733333,3166.3333333333335,-358.3333333333333
0.0,56.0,1428.0,1898.0,4.0,11.5,4.0,12.5,7.5,2017.0,7.3373166656,3326.0,-470.0
0.0,59.33333333333333,1452.0,2033.6666666666665,4.666666666666666,13.0,4.666666666666666,16.0,7.333333333333333,2017.0,9.783088887466667,3485.6666666666665,-581.6666666666666
0.0,62.66666666666667,1476.0,2169.3333333333335,5.333333333333334,14.5,5.333333333333334,19.5,7.166666666666667,2017.0,12.228861109333334,3645.3333333333335,-693.3333333333334
0.0,118.16666666666667,1564.6666666666667,1652.8333333333333,2.833333333333333,17.833333333333332,3.5,19.833333333333332,8.0,2017.0,3.3068027776,3217.5,-88.16666666666667
0.0,120.33333333333333,1533.3333333333333,1619.6666666666667,3.6666666666666665,17.666666666666668,3.0,21.666666666666668,8.0,2017.0,6.6136055552,3153.0,-86.33333333333333
0.0,122.5,1502.0,1586.5,4.5,17.5,2.5,23.5,8.0,2017.0,9.920408332800001,3088.5,-84.5
0.0,124.66666666666667,1470.6666666666667,1553.3333333333333,5.333333333333333,17.333333333333332,2.0,25.333333333333332,8.0,2017.0,13.2272111104,3024.0,-82.66666666666667
0.0,126.83333333333333,1439.3333333333333,1520.1666666666667,6.166666666666667,17.166666666666668,1.5,27.166666666666668,8.0,2017.0,16.534013888000004,2959.5,-80.83333333333333
0.0,110.66666666666667,1655.0,1183.3333333333333,3.5,14.833333333333334,2.0,13.666666666666668,8.0,2017.0,0.7478527779555555,2838.3333333333335,471.6666666666667
0.0,93.33333333333334,1624.0,1268.6666666666667,5.0,13.666666666666668,2.0,11.333333333333334,8.0,2017.0,1.495705555911111,2892.6666666666665,355.33333333333337
0.0,76.0,1593.0,1354.0,6.5,12.5,2.0,9.0,8.0,2017.0,2.2435583338666665,2947.0,239.0
0.0,58.66666666666667,1562.0,1439.3333333333333,8.0,11.333333333333334,2.0,6.666666666666668,8.0,2017.0,2.991411111822222,3001.3333333333335,122.66666666666669
0.0,41.33333333333333,1531.0,1524.6666666666667,9.5,10.166666666666666,2.0,4.333333333333332,8.0,2017.0,3.7392638897777775,3055.6666666666665,6.3333333333332575
0.0,122.0,1771.6666666666667,1704.3333333333333,2.833333333333333,15.833333333333334,1.1666666666666667,16.333333333333332,8.0,2017.0,4.2200027775999995,3476.0,67.33333333333334
0.0,109.0,1847.3333333333333,1844.6666666666665,3.6666666666666665,16.666666666666668,1.3333333333333333,17.666666666666668,8.0,2017.0,8.440005555199999,3692.0,2.6666666666666856
0.0,96.0,1923.0,1985.0,4.5,17.5,1.5,19.0,8.0,2017.0,12.6600083328,3908.0,-62.0
0.0,83.0,1998.6666666666665,2125.333333333333,5.333333333333333,18.333333333333332,1.6666666666666665,20.333333333333332,8.0,2017.0,16.880011110399998,4124.0,-126.66666666666663
0.0,70.0,2074.3333333333335,2265.666666666667,6.166666666666667,19.166666666666668,1.8333333333333335,21.666666666666668,8.0,2017.0,21.100013888000003,4340.0,-191.33333333333337
0.0,66.16666666666667,1450.0,1437.0,8.666666666666666,17.333333333333332,3.8333333333333335,7.333333333333333,8.0,2017.0,4.5445972224,2887.0,13.0
0.0,75.33333333333333,1550.0,1445.0,7.333333333333334,16.666666666666668,3.6666666666666665,10.666666666666666,8.0,2017.0,9.0891944448,2995.0,105.0
0.0,84.5,1650.0,1453.0,6.0,16.0,3.5,14.0,8.0,2017.0,13.6337916672,3103.0,197.0
0.0,93.66666666666666,1750.0,1461.0,4.666666666666667,15.333333333333334,3.3333333333333335,17.333333333333332,8.0,2017.0,18.1783888896,3211.0,289.0
0.0,102.83333333333334,1850.0,1469.0,3.333333333333333,14.666666666666666,3.1666666666666665,20.666666666666668,8.0,2017.0,22.722986112,3319.0,381.0
0.0,89.66666666666667,1308.0,1109.6666666666667,5.333333333333333,3.833333333333333,1.8333333333333333,17.5,7.333333333333333,2017.0,4.8412972224,2417.6666666666665,198.33333333333334
0.0,93.33333333333333,1460.0,1333.3333333333333,5.666666666666667,6.666666666666666,2.6666666666666665,20.0,6.666666666666667,2017.0,9.6825944448,2793.333333333333,126.66666666666669
0.0,97.0,1612.0,1557.0,6.0,9.5,3.5,22.5,6.0,2017.0,14.5238916672,3169.0,55.0
0.0,100.66666666666667,1764.0,1780.6666666666665,6.333333333333333,12.333333333333332,4.333333333333333,25.0,5.333333333333334,2017.0,19.3651888896,3544.6666666666665,-16.66666666666663
0.0,104.33333333333334,1916.0,2004.3333333333335,6.666666666666667,15.166666666666668,5.166666666666667,27.5,4.666666666666666,2017.0,24.206486112,3920.3333333333335,-88.33333333333337
0.0,53.166666666666664,2027.1666666666667,1910.5,6.5,18.666666666666668,3.5,26.333333333333336,8.166666666666666,2017.0,8.839686111288888,3937.6666666666665,116.66666666666666
0.0,58.33333333333333,2109.3333333333335,1860.0,7.0,17.333333333333332,4.0,21.666666666666668,8.333333333333334,2017.0,17.679372222577776,3969.3333333333335,249.33333333333331
0.0,63.5,2191.5,1809.5,7.5,16.0,4.5,17.0,8.5,2017.0,26.519058333866667,4001.0,382.0
0.0,68.66666666666666,2273.6666666666665,1759.0,8.0,14.666666666666668,5.0,12.333333333333336,8.666666666666666,2017.0,35.35874444515555,4032.6666666666665,514.6666666666666
0.0,73.83333333333334,2355.8333333333335,1708.5,8.5,13.333333333333332,5.5,7.666666666666664,8.833333333333334,2017.0,44.19843055644445,4064.3333333333335,647.3333333333334
0.0,56.666666666666664,2058.0,1915.3333333333333,2.5,18.666666666666668,3.5,26.333333333333336,8.166666666666666,2017.0,5.027738889244444,3973.3333333333335,142.66666666666666
0.0,57.333333333333336,2134.0,1870.6666666666667,3.0,17.333333333333332,4.0,21.666666666666668,8.333333333333334,2017.0,10.055477778488887,4004.6666666666665,263.3333333333333
0.0,58.0,2210.0,1826.0,3.5,16.0,4.5,17.0,8.5,2017.0,15.083216667733332,4036.0,384.0
0.0,58.666666666666664,2286.0,1781.3333333333333,4.0,14.666666666666668,5.0,12.333333333333336,8.666666666666666,2017.0,20.110955556977775,4067.3333333333335,504.66666666666663
0.0,59.333333333333336,2362.0,1736.6666666666667,4.5,13.333333333333332,5.5,7.666666666666664,8.833333333333334,2017.0,25.13869444622222,4098.666666666667,625.3333333333334
0.0,27.666666666666664,1317.8333333333333,1399.8333333333333,5.333333333333333,17.5,1.6666666666666667,24.5,4.0,2017.0,6.187361110755554,2717.6666666666665,-82.0
0.0,44.33333333333333,1401.6666666666667,1464.6666666666667,6.666666666666666,17.0,1.3333333333333335,23.0,4.0,2017.0,12.374722221511108,2866.3333333333335,-63.0
0.0,61.0,1485.5,1529.5,8.0,16.5,1.0,21.5,4.0,2017.0,18.562083332266663,3015.0,-44.0
0.0,77.66666666666666,1569.3333333333333,1594.3333333333333,9.333333333333332,16.0,0.6666666666666667,20.0,4.0,2017.0,24.749444443022217,3163.6666666666665,-25.0
0.0,94.33333333333334,1653.1666666666667,1659.1666666666667,10.666666666666668,15.5,0.33333333333333326,18.5,4.0,2017.0,30.936805553777774,3312.3333333333335,-6.0
0.0,94.66666666666667,2346.8333333333335,2346.3333333333335,7.333333333333333,10.166666666666666,4.166666666666667,16.333333333333332,6.0,2017.0,4.598016667022222,4693.166666666667,0.5
0.0,98.33333333333333,2219.6666666666665,2215.6666666666665,7.666666666666667,12.333333333333332,4.333333333333333,18.666666666666664,5.0,2017.0,9.196033334044444,4435.333333333333,4.0
0.0,102.0,2092.5,2085.0,8.0,14.5,4.5,21.0,4.0,2017.0,13.794050001066667,4177.5,7.5
0.0,105.66666666666667,1965.3333333333335,1954.3333333333335,8.333333333333334,16.666666666666664,4.666666666666667,23.333333333333332,3.0,2017.0,18.392066668088887,3919.666666666667,11.0
0.0,109.33333333333334,1838.1666666666665,1823.6666666666665,8.666666666666666,18.833333333333336,4.833333333333333,25.666666666666668,2.0,2017.0,22.990083335111112,3661.833333333333,14.5
0.0,35.0,2309.1666666666665,2259.1666666666665,3.3333333333333335,7.833333333333333,3.5,11.833333333333334,7.166666666666667,2017.0,0.9542361116444443,4568.333333333333,50.0
0.0,37.0,2153.3333333333335,2134.3333333333335,3.6666666666666665,7.666666666666667,3.0,9.666666666666668,7.333333333333333,2017.0,1.9084722232888887,4287.666666666667,19.0
0.0,39.0,1997.5,2009.5,4.0,7.5,2.5,7.5,7.5,2017.0,2.862708334933333,4007.0,-12.0
0.0,41.0,1841.6666666666667,1884.6666666666667,4.333333333333333,7.333333333333333,2.0,5.333333333333334,7.666666666666667,2017.0,3.8169444465777773,3726.3333333333335,-43.0
0.0,43.0,1685.8333333333333,1759.8333333333333,4.666666666666667,7.166666666666667,1.5,3.166666666666666,7.833333333333333,2017.0,4.771180558222222,3445.6666666666665,-74.0
0.0,105.0,1637.8333333333333,1869.3333333333333,6.5,18.833333333333332,2.0,24.166666666666668,8.0,2017.0,4.519905555199999,3507.1666666666665,-231.5
0.0,107.0,1546.6666666666667,1730.6666666666667,6.0,17.666666666666668,2.0,25.333333333333332,8.0,2017.0,9.039811110399999,3277.3333333333335,-184.0
0.0,109.0,1455.5,1592.0,5.5,16.5,2.0,26.5,8.0,2017.0,13.5597166656,3047.5,-136.5
0.0,111.0,1364.3333333333335,1453.3333333333335,5.0,15.333333333333334,2.0,27.666666666666664,8.0,2017.0,18.079622220799997,2817.666666666667,-89.0
0.0,113.0,1273.1666666666665,1314.6666666666665,4.5,14.166666666666666,2.0,28.833333333333336,8.0,2017.0,22.599527776000002,2587.833333333333,-41.5
0.0,90.83333333333333,1616.3333333333333,1657.0,6.166666666666667,22.333333333333332,4.166666666666667,12.333333333333334,8.0,2017.0,0.9139305550222222,3273.3333333333335,-40.666666666666664
0.0,89.66666666666667,1668.6666666666667,1711.0,5.333333333333334,21.666666666666668,3.3333333333333335,12.666666666666666,8.0,2017.0,1.8278611100444444,3379.6666666666665,-42.333333333333336
0.0,88.5,1721.0,1765.0,4.5,21.0,2.5,13.0,8.0,2017.0,2.7417916650666667,3486.0,-44.0
0.0,87.33333333333333,1773.3333333333333,1819.0,3.666666666666667,20.333333333333332,1.666666666666667,13.333333333333334,8.0,2017.0,3.655722220088889,3592.3333333333335,-45.666666666666664
0.0,86.16666666666667,1825.6666666666667,1873.0,2.833333333333333,19.666666666666668,0.833333333333333,13.666666666666666,8.0,2017.0,4.569652775111112,3698.666666666667,-47.333333333333336
0.0,83.83333333333333,1846.0,1863.1666666666667,6.666666666666666,0.8333333333333334,4.333333333333333,12.5,8.0,2017.0,144.5634055552,3709.1666666666665,-17.166666666666664
0.0,78.66666666666667,1871.0,1894.3333333333333,8.333333333333332,0.6666666666666667,3.666666666666667,13.0,8.0,2017.0,122.46014444373333,3765.3333333333335,-23.333333333333332
0.0,73.5,1896.0,1925.5,10.0,0.5,3.0,13.5,8.0,2017.0,100.35688333226666,3821.5,-29.5
0.0,68.33333333333334,1921.0,1956.6666666666667,11.666666666666666,0.33333333333333337,2.3333333333333335,14.0,8.0,2017.0,78.2536222208,3877.6666666666665,-35.666666666666664
0.0,63.166666666666664,1946.0,1987.8333333333333,13.333333333333334,0.16666666666666663,1.6666666666666665,14.5,8.0,2017.0,56.15036110933333,3933.8333333333335,-41.833333333333336
0.0,115.16666666666667,1831.3333333333333,1873.6666666666667,9.5,9.833333333333334,1.0,30.0,6.833333333333333,2017.0,12.3484055552,3705.0,-42.333333333333336
